ISIN,Sub-Fund,Asset Type,Country,Description,Currency,Quantity,Market value (note 2),% of net assets
,SYSTEMATIC EQUITY FUND,SHARES,UNITED STATES,INTUIT ,USD ,296,"77,353.68",0.97
,SYSTEMATIC EQUITY FUND,SHARES,UNITED STATES,KLA-TENCOR ,USD ,650,"76,830.00",0.96
,SYSTEMATIC EQUITY FUND,SHARES,UNITED STATES,MASTERCARD 'A' ,USD ,326,"86,236.78",1.08
,SYSTEMATIC EQUITY FUND,SHARES,UNITED STATES,MERCK & CO ,USD ,884,"74,123.40",0.93
,SYSTEMATIC EQUITY FUND,SHARES,UNITED STATES,MICROSOFT ,USD ,631,"84,528.76",1.06
,SYSTEMATIC EQUITY FUND,SHARES,UNITED STATES,MONSTER BEVERAGE ,USD ,"1,189.00","75,893.87",0.95
,SYSTEMATIC EQUITY FUND,SHARES,UNITED STATES,MSCI ,USD ,326,"77,845.54",0.98
,SYSTEMATIC EQUITY FUND,SHARES,UNITED STATES,NETAPP INC ,USD ,"1,095.00","67,561.50",0.85
,SYSTEMATIC EQUITY FUND,SHARES,UNITED STATES,NETFLIX ,USD ,208,"76,402.56",0.96
,SYSTEMATIC EQUITY FUND,SHARES,UNITED STATES,NIKE 'B' ,USD ,912,"76,562.40",0.96
,SYSTEMATIC EQUITY FUND,SHARES,UNITED STATES,NORDSTROM ,USD ,"2,299.00","73,246.14",0.92
,SYSTEMATIC EQUITY FUND,SHARES,UNITED STATES,NRG ENERGY ,USD ,"2,143.00","75,262.16",0.95
,SYSTEMATIC EQUITY FUND,SHARES,UNITED STATES,NVIDIA ,USD ,497,"81,622.31",1.02
,SYSTEMATIC EQUITY FUND,SHARES,UNITED STATES,O REILLY AUTOMOTIVE ,USD ,205,"75,710.60",0.95
,SYSTEMATIC EQUITY FUND,SHARES,UNITED STATES,RAYTHEON ,USD ,432,"75,116.16",0.94
,SYSTEMATIC EQUITY FUND,SHARES,UNITED STATES,RED HAT ,USD ,406,"76,230.56",0.96
,SYSTEMATIC EQUITY FUND,SHARES,UNITED STATES,REGENERON PHARMACEUTICALS ,USD ,241,"75,433.00",0.95
,SYSTEMATIC EQUITY FUND,SHARES,UNITED STATES,ROSS STORES ,USD ,742,"73,547.04",0.92
,SYSTEMATIC EQUITY FUND,SHARES,UNITED STATES,STARBUCKS ,USD ,894,"74,944.02",0.94
,SYSTEMATIC EQUITY FUND,SHARES,UNITED STATES,SVB FINANCIAL GROUP ,USD ,332,"74,563.88",0.94
,SYSTEMATIC EQUITY FUND,SHARES,UNITED STATES,TJX COS ,USD ,"1,391.00","73,556.08",0.92
,SYSTEMATIC EQUITY FUND,SHARES,UNITED STATES,ULTA BEAUTY ,USD ,222,"77,009.58",0.97
,SYSTEMATIC EQUITY FUND,SHARES,UNITED STATES,UNITED CONTINENTAL HOLDINGS ,USD ,961,"84,135.55",1.06
,SYSTEMATIC EQUITY FUND,SHARES,UNITED STATES,UNITED RENTALS ,USD ,586,"77,721.18",0.98
,SYSTEMATIC EQUITY FUND,SHARES,UNITED STATES,UNITEDHEALTH GROUP ,USD ,305,"74,423.05",0.93
,SYSTEMATIC EQUITY FUND,SHARES,UNITED STATES,VISA 'A' ,USD ,494,"85,733.70",1.08
,SYSTEMATIC EQUITY FUND,SHARES,UNITED STATES,XILINX ,USD ,722,"85,138.24",1.07
,SYSTEMATIC EQUITY FUND,SHARES,UNITED STATES,ZOETIS 'A' ,USD ,756,"85,798.44",1.08
,SYSTEMATIC EQUITY FUND,II. OTHER TRANSFERABLE SECURITIES,FRANCE,RUBIS RIGHT ,EUR ,"1,345.00","2,435.38",0.03
,SYSTEMATIC EQUITY FUND,II. OTHER TRANSFERABLE SECURITIES,LUXEMBOURG,AROUNDTOWN RIGHT ,EUR ,"16,618.00","4,797.38",0.06
,AGILIS UCITS,SHARES,CANADA,AGNICO EAGLE MINES ,USD ,"10,350.00","530,334.00",0.74
,AGILIS UCITS,SHARES,CANADA,ALAMOS GOLD 'A' ,CAD ,"72,700.00","439,835.00",0.61
,AGILIS UCITS,SHARES,CANADA,KIRKLAND LAKE GOLD ,USD ,"10,690.00","458,814.80",0.64
,AGILIS UCITS,SHARES,CANADA,NOVAGOLD RESOURCES ,USD ,"71,000.00","419,610.00",0.59
,AGILIS UCITS,SHARES,CANADA,URANIUM PARTICIPATION ,CAD ,"42,885.00","137,835.87",0.19
,AGILIS UCITS,SHARES,JERSEY,YELLOW CAKE ,GBP ,"47,042.00","122,434.97",0.17
,AGILIS UCITS,SHARES,UNITED STATES,NEWMONT GOLDCORP ,USD ,"11,800.00","453,946.00",0.63
,AGILIS UCITS,BONDS,UNITED STATES,2.625%  - US TREASURY 18/21 'AU-2021' ,USD ,"6,700,000.00","6,847,871.01",9.56
,AGILIS UCITS,BONDS,UNITED STATES,2.625%  - US TREASURY 18/23 SAA ,USD ,"1,200,000.00","1,241,343.72",1.73
,AGILIS UCITS,BONDS,UNITED STATES,2.75%  - US TREASURY 18/20 SBK ,USD ,"6,900,000.00","6,987,463.02",9.75
,AGILIS UCITS,BONDS,UNITED STATES,2.75%  - US TREASURY 18/23 SAC-23 ,USD ,"6,000,000.00","6,243,281.40",8.71
,AGILIS UCITS,BONDS,UNITED STATES,2.75%  - US TREASURY 18/23 'Z-2023' ,USD ,"3,425,000.00","3,556,380.95",4.96
,AGILIS UCITS,BONDS,UNITED STATES,2.875%  - US TREASURY 18/21 SAS -SR- ,USD ,"1,000,000.00","1,025,546.90",1.43
,AGILIS UCITS,BONDS,UNITED STATES,2.875%  - US TREASURY 18/21 -SR- ,USD ,"6,800,000.00","6,980,093.92",9.74
,AGILIS UCITS,II. OTHER TRANSFERABLE SECURITIES,SWITZERLAND,BMW (JPM) WTS 20/06/23 ,EUR ,10,"48,787.56",0.07
,AGILIS UCITS,III. UNITS OF INVESTMENT FUNDS,IRELAND,GSF - US DOLLAR LIQUID RESERVES INSTITUTIONAL USD ,USD ,"8,001,246.10","8,001,246.10",11.17
,AGILIS UCITS,III. UNITS OF INVESTMENT FUNDS,IRELAND,HSBC GLF - US DOLLAR LIQUIDITY E USD -INC.- ,USD ,"4,000,000.00","4,000,000.00",5.58
,AGILIS UCITS,III. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,JPMLFS - USD LIQUIDITY LVNAV INSTITUTIONAL -INC- ,USD ,"7,000,000.00","7,000,000.00",9.77
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,BELGIUM,KBC GROEP ,EUR ,"3,270.00","188,482.80",1.26
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,FINLAND,METSO ,EUR ,"2,340.00","80,847.00",0.54
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,FINLAND,ORION 'B' ,EUR ,"1,120.00","36,097.60",0.24
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,FINLAND,UPM-KYMMENE ,EUR ,"7,680.00","179,481.60",1.2
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,FINLAND,WARTSILA CORPORATION 'B' ,EUR ,"4,500.00","57,397.50",0.38
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,FRANCE,AXA ,EUR ,"27,975.00","646,222.50",4.31
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,FRANCE,BIC ,EUR ,350,"23,467.50",0.16
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,FRANCE,CASINO GUICHARD PERRACHON ,EUR ,900,"27,000.00",0.18
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,FRANCE,CNP ASSURANCES ,EUR ,"1,650.00","32,934.00",0.22
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,FRANCE,DANONE ,EUR ,"8,970.00","668,265.00",4.45
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,FRANCE,ESSILORLUXOTTICA ,EUR ,"4,300.00","493,425.00",3.29
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,FRANCE,GECINA ,EUR ,600,"78,960.00",0.53
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,FRANCE,IMERYS ,EUR ,650,"30,303.00",0.2
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,FRANCE,JC DECAUX ,EUR ,"1,150.00","30,636.00",0.2
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,FRANCE,MICHELIN 'B' ,EUR ,"2,890.00","322,379.50",2.15
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,FRANCE,NATIXIS ,EUR ,"12,460.00","44,095.94",0.29
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,FRANCE,ORANGE ,EUR ,"31,200.00","432,588.00",2.88
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,FRANCE,SCHNEIDER ELECTRIC S.A. ,EUR ,"8,150.00","650,044.00",4.33
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,FRANCE,TELEPERFORMANCE ,EUR ,830,"146,246.00",0.97
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,FRANCE,UNIBAIL RW (1SH+1SHWFD) -STAPLED SECURITIES- ,EUR ,"1,800.00","237,150.00",1.58
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,FRANCE,VALEO ,EUR ,"3,880.00","110,968.00",0.74
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,FRANCE,WORLDLINE ,EUR ,612,"39,168.00",0.26
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,GERMANY,ADIDAS ,EUR ,"2,710.00","735,765.00",4.9
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,GERMANY,ALLIANZ ,EUR ,"6,420.00","1,361,040.00",9.08
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,GERMANY,BEIERSDORF ,EUR ,"1,530.00","161,491.50",1.08
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,GERMANY,DEUTSCHE BOERSE ,EUR ,"2,525.00","314,110.00",2.09
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,GERMANY,METRO ,EUR ,"2,350.00","37,776.25",0.25
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,GERMANY,MUENCHENER RUECKVERSICHERUNGS ,EUR ,"2,330.00","514,231.00",3.43
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,GERMANY,SAP ,EUR ,"12,270.00","1,481,725.20",9.89
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,GERMANY,SARTORIUS VORZ. -OSR- ,EUR ,750,"135,225.00",0.9
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,GERMANY,SIEMENS ,EUR ,"11,226.00","1,174,239.60",7.83
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,IRELAND,CRH ,EUR ,"10,995.00","315,446.55",2.1
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,IRELAND,KERRY GROUP 'A' ,EUR ,"2,110.00","221,550.00",1.48
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,ITALY,INTESA SANPAOLO ,EUR ,"233,850.00","440,105.70",2.93
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,ITALY,TERNA RETE ELETTRICA NAZIONALE ,EUR ,"20,490.00","114,744.00",0.76
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,NETHERLANDS,AKZO NOBEL ,EUR ,"3,553.00","293,619.92",1.96
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,NETHERLANDS,ASML HOLDING ,EUR ,"6,295.00","1,156,643.30",7.71
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,NETHERLANDS,CNH INDUSTRIAL ,EUR ,"13,340.00","120,300.12",0.8
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,NETHERLANDS,KONINKLIJKE DSM ,EUR ,"2,640.00","286,968.00",1.91
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,PORTUGAL,EDP - ENERGIAS DE PORTUGAL ,EUR ,"33,500.00","111,957.00",0.75
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,PORTUGAL,JERONIMO MARTINS SGPS ,EUR ,"3,150.00","44,619.75",0.3
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,SPAIN,BANCO BILBAO VIZCAYA ARGENTARIA ,EUR ,"102,560.00","504,287.52",3.36
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,SPAIN,FERROVIAL ,EUR ,"6,543.00","147,282.93",0.98
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,SPAIN,INDITEX INDUSTRIA DE DISENO TEXTIL ,EUR ,"16,820.00","444,889.00",2.97
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,SPAIN,RED ELECTRICA ,EUR ,"5,650.00","103,479.75",0.69
,ORCADIA EQUITIES EMU SRI EX-FOSSIL,SHARES,UNITED KINGDOM,COCA-COLA EUROPEAN PARTNERS ,EUR ,"4,175.00","204,366.25",1.36
,NAO SUSTAINABLE EUROPE,SHARES,AUSTRIA,MAYR-MELNHOF KARTON ,EUR ,"18,000.00","1,990,800.00",6.32
,NAO SUSTAINABLE EUROPE,SHARES,AUSTRIA,OESTERREICHISCHE POST ,EUR ,"13,000.00","384,150.00",1.22
,NAO SUSTAINABLE EUROPE,SHARES,BELGIUM,ANHEUSER-BUSCH INBEV ,EUR ,"15,625.00","1,216,250.00",3.86
,NAO SUSTAINABLE EUROPE,SHARES,BELGIUM,BPOST ,EUR ,"120,000.00","1,000,320.00",3.17
,NAO SUSTAINABLE EUROPE,SHARES,CANADA,HYDROGENICS ,USD ,"40,000.00","521,601.69",1.65
,NAO SUSTAINABLE EUROPE,SHARES,DENMARK,ISS ,DKK ,"12,880.00","341,858.54",1.08
,NAO SUSTAINABLE EUROPE,SHARES,DENMARK,VESTAS WIND SYSTEMS ,DKK ,"3,360.00","255,251.58",0.81
,NAO SUSTAINABLE EUROPE,SHARES,FINLAND,STORA ENSO 'R' EUR ,EUR ,"100,000.00","1,033,500.00",3.28
,NAO SUSTAINABLE EUROPE,SHARES,FRANCE,ALBIOMA ,EUR ,"2,629.00","61,255.70",0.19
,NAO SUSTAINABLE EUROPE,SHARES,FRANCE,AXA ,EUR ,"27,040.00","624,624.00",1.98
,NAO SUSTAINABLE EUROPE,SHARES,FRANCE,BENETEAU ,EUR ,"120,000.00","1,161,000.00",3.68
,NAO SUSTAINABLE EUROPE,SHARES,FRANCE,COMPAGNIE DE SAINT-GOBAIN ,EUR ,"27,300.00","935,707.50",2.97
,NAO SUSTAINABLE EUROPE,SHARES,FRANCE,ENGIE ,EUR ,"80,000.00","1,067,200.00",3.38
,NAO SUSTAINABLE EUROPE,SHARES,FRANCE,MICHELIN 'B' ,EUR ,"8,040.00","896,862.00",2.84
,NAO SUSTAINABLE EUROPE,SHARES,FRANCE,RENAULT S.A. ,EUR ,"17,940.00","991,902.60",3.15
,NAO SUSTAINABLE EUROPE,SHARES,FRANCE,SANOFI ,EUR ,"14,350.00","1,089,308.50",3.45
,NAO SUSTAINABLE EUROPE,SHARES,FRANCE,SECHE ENVIRONNEMENT ,EUR ,"23,198.00","816,569.60",2.59
,NAO SUSTAINABLE EUROPE,SHARES,GERMANY,ALLIANZ ,EUR ,"4,100.00","869,200.00",2.76
,NAO SUSTAINABLE EUROPE,SHARES,GERMANY,FRESENIUS ,EUR ,"13,000.00","619,840.00",1.97
,NAO SUSTAINABLE EUROPE,SHARES,GERMANY,HENKEL VORZ. -OSR- ,EUR ,"13,730.00","1,181,054.60",3.75
,NAO SUSTAINABLE EUROPE,SHARES,GERMANY,SOFTWARE ,EUR ,"31,000.00","936,200.00",2.97
,NAO SUSTAINABLE EUROPE,SHARES,ITALY,PRYSMIAN ,EUR ,"92,000.00","1,669,800.00",5.31
,NAO SUSTAINABLE EUROPE,SHARES,ITALY,RENO DE MEDICI ,EUR ,"1,029,502.00","636,232.24",2.02
,NAO SUSTAINABLE EUROPE,SHARES,LUXEMBOURG,BEFESA ,EUR ,"16,596.00","580,860.00",1.84
,NAO SUSTAINABLE EUROPE,SHARES,NETHERLANDS,BOSKALIS WESTMINSTER ,EUR ,"15,285.00","310,438.35",0.98
,NAO SUSTAINABLE EUROPE,SHARES,NETHERLANDS,RANDSTAD ,EUR ,"9,000.00","434,700.00",1.38
,NAO SUSTAINABLE EUROPE,SHARES,PORTUGAL,CORTICEIRA AMORIM ,EUR ,"45,078.00","458,894.04",1.46
,NAO SUSTAINABLE EUROPE,SHARES,SPAIN,BANKINTER ,EUR ,"111,500.00","675,467.00",2.14
,NAO SUSTAINABLE EUROPE,SHARES,SPAIN,CONSTRUCCIONES Y AUXILIAR DE FERROCARRILES ,EUR ,"34,930.00","1,407,679.00",4.46
,NAO SUSTAINABLE EUROPE,SHARES,SPAIN,INDITEX INDUSTRIA DE DISENO TEXTIL ,EUR ,"55,000.00","1,454,750.00",4.61
,NAO SUSTAINABLE EUROPE,SHARES,SWITZERLAND,ABB ,CHF ,"75,000.00","1,323,255.25",4.2
,NAO SUSTAINABLE EUROPE,SHARES,SWITZERLAND,DORMAKABA HOLDING ,CHF ,600,"382,318.77",1.21
,NAO SUSTAINABLE EUROPE,SHARES,SWITZERLAND,NOVARTIS  ,CHF ,"18,735.00","1,505,103.89",4.77
,NAO SUSTAINABLE EUROPE,SHARES,SWITZERLAND,ROCHE HOLDING D.RIGHT ,CHF ,"3,205.00","792,785.25",2.51
,NAO SUSTAINABLE EUROPE,II. OTHER TRANSFERABLE SECURITIES,FRANCE,ALBIOMA RIGHT ,EUR ,"2,629.00",854.43,0
,VERITAS CORE EQUITY WITH FIXED INCOME,SHARES,CANADA,FRANCO-NEVADA CORP ,CAD ,"21,630.00","1,443,458.66",3.52
,VERITAS CORE EQUITY WITH FIXED INCOME,SHARES,GERMANY,FRESENIUS MEDICAL CARE ,EUR ,"16,685.00","1,030,737.87",2.51
,VERITAS CORE EQUITY WITH FIXED INCOME,SHARES,GERMANY,INFINEON TECHNOLOGIES ,EUR ,"68,750.00","956,586.69",2.33
,VERITAS CORE EQUITY WITH FIXED INCOME,SHARES,IRELAND,ACCENTURE 'A' ,USD ,"6,500.00","943,666.63",2.3
,VERITAS CORE EQUITY WITH FIXED INCOME,SHARES,JERSEY,EXPERIAN ,GBP ,"39,890.00","950,977.60",2.32
,VERITAS CORE EQUITY WITH FIXED INCOME,SHARES,SWITZERLAND,BB BIOTECH ,CHF ,"15,605.00","830,626.46",2.02
,VERITAS CORE EQUITY WITH FIXED INCOME,SHARES,SWITZERLAND,ROCHE HOLDING D.RIGHT ,CHF ,"3,475.00","769,136.78",1.87
,VERITAS CORE EQUITY WITH FIXED INCOME,SHARES,TAIWAN,TAIWAN SEMICONDUCTOR ADR -SPONS.- ,USD ,"28,175.00","867,144.11",2.11
,VERITAS CORE EQUITY WITH FIXED INCOME,SHARES,UNITED KINGDOM,BUNZL ,GBP ,"44,140.00","916,787.80",2.23
,VERITAS CORE EQUITY WITH FIXED INCOME,SHARES,UNITED KINGDOM,SAGE GROUP ,GBP ,"127,150.00","1,020,251.60",2.48
,VERITAS CORE EQUITY WITH FIXED INCOME,SHARES,UNITED KINGDOM,UNILEVER PLC ,GBP ,"21,960.00","1,074,832.20",2.62
,VERITAS CORE EQUITY WITH FIXED INCOME,SHARES,UNITED STATES,ALPHABET 'A' ,USD ,"1,037.00","882,268.52",2.15
,VERITAS CORE EQUITY WITH FIXED INCOME,SHARES,UNITED STATES,AMPHENOL 'A' ,USD ,"9,115.00","687,116.17",1.67
,VERITAS CORE EQUITY WITH FIXED INCOME,SHARES,UNITED STATES,AVERY DENNISON ,USD ,"8,565.00","778,501.45",1.9
,VERITAS CORE EQUITY WITH FIXED INCOME,SHARES,UNITED STATES,BERKSHIRE HATHAWAY 'B' ,USD ,"6,390.00","1,070,288.17",2.61
,VERITAS CORE EQUITY WITH FIXED INCOME,SHARES,UNITED STATES,CERNER CORP ,USD ,"18,450.00","1,062,610.56",2.59
,VERITAS CORE EQUITY WITH FIXED INCOME,SHARES,UNITED STATES,COGNIZANT TECHNOLOGY SOLUTIONS 'A' ,USD ,"15,985.00","796,172.50",1.94
,VERITAS CORE EQUITY WITH FIXED INCOME,SHARES,UNITED STATES,FISERV ,USD ,"12,435.00","890,684.48",2.17
,VERITAS CORE EQUITY WITH FIXED INCOME,SHARES,UNITED STATES,HASBRO ,USD ,"8,850.00","734,868.88",1.79
,VERITAS CORE EQUITY WITH FIXED INCOME,SHARES,UNITED STATES,LABORATORY CORP OF AMERICA HOLDINGS ,USD ,"7,660.00","1,040,632.88",2.53
,VERITAS CORE EQUITY WITH FIXED INCOME,SHARES,UNITED STATES,MASTERCARD 'A' ,USD ,"7,130.00","1,481,966.01",3.62
,VERITAS CORE EQUITY WITH FIXED INCOME,SHARES,UNITED STATES,MICROSOFT ,USD ,"13,445.00","1,415,173.63",3.45
,VERITAS CORE EQUITY WITH FIXED INCOME,SHARES,UNITED STATES,SAMSONITE INTERNATIONAL ,HKD ,"346,200.00","623,948.61",1.52
,VERITAS CORE EQUITY WITH FIXED INCOME,SHARES,UNITED STATES,THERMO FISHER SCIENTIFIC ,USD ,"6,320.00","1,458,361.63",3.55
,VERITAS CORE EQUITY WITH FIXED INCOME,SHARES,UNITED STATES,UNITEDHEALTH GROUP ,USD ,"7,550.00","1,447,532.61",3.53
,VERITAS CORE EQUITY WITH FIXED INCOME,SHARES,UNITED STATES,XYLEM ,USD ,"11,865.00","779,750.29",1.9
,VERITAS CORE EQUITY WITH FIXED INCOME,BONDS,CANADA,1.375%  - EXPORT DEVELOPMENT CANADA 15/19 '14' -SR- ,GBP ,"270,000.00","270,704.43",0.66
,VERITAS CORE EQUITY WITH FIXED INCOME,BONDS,FRANCE,1.00%  - LVMH MOET HENNESSY 17/22 -SR- ,GBP ,"250,000.00","249,847.25",0.61
,VERITAS CORE EQUITY WITH FIXED INCOME,BONDS,FRANCE,2.25%  - TOTAL CAPITAL INTERNATIONAL 14/20 -SR-S ,GBP ,"500,000.00","508,886.50",1.24
,VERITAS CORE EQUITY WITH FIXED INCOME,BONDS,GERMANY,0.875%  - K.F.W. 17/22 -SR- ,GBP ,"600,000.00","600,034.20",1.46
,VERITAS CORE EQUITY WITH FIXED INCOME,BONDS,GERMANY,1.375%  - K.F.W. 16/21 -SR-S ,GBP ,"500,000.00","504,353.00",1.23
,VERITAS CORE EQUITY WITH FIXED INCOME,BONDS,GERMANY,1.50%  - LANDWIRTSCHAFLICHE RENTENBANK 15/19 -SR-S ,GBP ,"300,000.00","301,005.30",0.73
,VERITAS CORE EQUITY WITH FIXED INCOME,BONDS,NETHERLANDS,1.00%  - NEDERLANDSE WATERSCHAPSBANK 16/19 -SR-S ,GBP ,"260,000.00","260,205.14",0.63
,VERITAS CORE EQUITY WITH FIXED INCOME,BONDS,NETHERLANDS,1.375%  - BNG BANK 15/19 S1200 -SR-S ,GBP ,"300,000.00","300,729.60",0.73
,VERITAS CORE EQUITY WITH FIXED INCOME,BONDS,NETHERLANDS,2.00%  - SHELL INTERNATIONAL FINANCE 14/19 '16' -SR-S ,GBP ,"260,000.00","261,349.66",0.64
,VERITAS CORE EQUITY WITH FIXED INCOME,BONDS,SUPRANATIONAL,FRN  - E.I.B. 14/20 -SR-S ,GBP ,"600,000.00","601,074.60",1.46
,VERITAS CORE EQUITY WITH FIXED INCOME,BONDS,SUPRANATIONAL,FRN  - E.I.B. 14/21 -SR- ,GBP ,"750,000.00","752,677.50",1.83
,VERITAS CORE EQUITY WITH FIXED INCOME,BONDS,SUPRANATIONAL,FRN  - E.I.B. 18/23 -SR- ,GBP ,"650,000.00","652,113.80",1.59
,VERITAS CORE EQUITY WITH FIXED INCOME,BONDS,SUPRANATIONAL,FRN  - WORLDBANK 18/23 -SR- ,GBP ,"700,000.00","699,091.40",1.7
,VERITAS CORE EQUITY WITH FIXED INCOME,BONDS,SUPRANATIONAL,COUNCIL OF EUROPE DEVELOPMENT BANK 17/22 -,GBP ,"700,000.00","694,031.10",1.69
,VERITAS CORE EQUITY WITH FIXED INCOME,BONDS,SUPRANATIONAL,0.625% SR-S  , ,,,
,VERITAS CORE EQUITY WITH FIXED INCOME,BONDS,SWEDEN,0.625%  - SWEDISH EXPORT CREDIT 17/20 -SR-S ,GBP ,"1,100,000.00","1,094,531.90",2.67
,VERITAS CORE EQUITY WITH FIXED INCOME,BONDS,UNITED KINGDOM,FRN  - LLOYDS BANK 18/21 -S- ,GBP ,"700,000.00","699,875.40",1.7
,VERITAS CORE EQUITY WITH FIXED INCOME,BONDS,UNITED KINGDOM,1.75%  - BRITISH TREASURY 13/19 -SR-S ,GBP ,"445,000.00","445,255.88",1.08
,VERITAS CORE EQUITY WITH FIXED INCOME,BONDS,UNITED KINGDOM,3.75%  - BRITISH TREASURY 09/19 ,GBP ,"765,000.00","769,345.20",1.87
,VERITAS CORE EQUITY WITH FIXED INCOME,BONDS,UNITED STATES,2.125%  WELLS FARGO 15/22 ,GBP ,"600,000.00","610,409.40",1.49
,VERITAS CORE EQUITY WITH FIXED INCOME,BONDS,UNITED STATES,2.75%  - IBM CORP. 13/20 ,GBP ,"800,000.00","819,141.60",1.99
,VERITAS CORE EQUITY WITH FIXED INCOME,BONDS,UNITED STATES,2.875%  WALGREENS BOOTS ALLIANCE 14/20 -SR- ,GBP ,"360,000.00","367,115.04",0.89
,VERITAS HIGH EQUITY (note 1),SHARES,CANADA,FRANCO-NEVADA CORP ,CAD ,"24,230.00","1,616,373.71",4.59
,VERITAS HIGH EQUITY (note 1),SHARES,GERMANY,FRESENIUS MEDICAL CARE ,EUR ,"17,765.00","1,097,456.29",3.11
,VERITAS HIGH EQUITY (note 1),SHARES,GERMANY,INFINEON TECHNOLOGIES ,EUR ,"76,705.00","1,067,272.47",3.02
,VERITAS HIGH EQUITY (note 1),SHARES,IRELAND,ACCENTURE 'A' ,USD ,"6,660.00","966,895.34",2.74
,VERITAS HIGH EQUITY (note 1),SHARES,JERSEY,EXPERIAN ,GBP ,"45,180.00","1,077,091.20",3.05
,VERITAS HIGH EQUITY (note 1),SHARES,NETHERLANDS,UNILEVER SHS CERT. ,EUR ,"2,920.00","139,940.90",0.4
,VERITAS HIGH EQUITY (note 1),SHARES,SWITZERLAND,BB BIOTECH ,CHF ,"19,350.00","1,029,966.16",2.92
,VERITAS HIGH EQUITY (note 1),SHARES,SWITZERLAND,ROCHE HOLDING D.RIGHT ,CHF ,"4,015.00","888,657.31",2.52
,VERITAS HIGH EQUITY (note 1),SHARES,TAIWAN,TAIWAN SEMICONDUCTOR ADR -SPONS.- ,USD ,"30,185.00","929,006.03",2.63
,VERITAS HIGH EQUITY (note 1),SHARES,UNITED KINGDOM,BUNZL ,GBP ,"51,065.00","1,060,620.05",3.01
,VERITAS HIGH EQUITY (note 1),SHARES,UNITED KINGDOM,SAGE GROUP ,GBP ,"137,230.00","1,101,133.52",3.12
,VERITAS HIGH EQUITY (note 1),SHARES,UNITED KINGDOM,UNILEVER PLC ,GBP ,"21,960.00","1,074,832.20",3.05
,VERITAS HIGH EQUITY (note 1),SHARES,UNITED STATES,ALPHABET 'A' ,USD ,"1,082.00","920,554.04",2.61
,VERITAS HIGH EQUITY (note 1),SHARES,UNITED STATES,ALPHABET 'C' ,USD ,40,"33,972.17",0.1
,VERITAS HIGH EQUITY (note 1),SHARES,UNITED STATES,AMPHENOL 'A' ,USD ,"10,080.00","759,860.78",2.15
